COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,SURVEY,PURPOSE_CODE,SEASON,YEAR,INDEX_TYPE,INDEX_UNCALIBR,INDEX_CALIBR,CAL_LOWER_90_CI,CAL_UPPER_90_CI
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1975,"Biomass (kg/tow)",3.0608,.9137,.6998,1.147
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1976,"Biomass (kg/tow)",3.7846,1.1297,.9073,1.3361
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1977,"Biomass (kg/tow)",3.8864,1.1601,.8787,1.4481
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1978,"Biomass (kg/tow)",2.4545,.7327,.5896,.8952
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1979,"Biomass (kg/tow)",2.357,.7036,.5146,.9012
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1980,"Biomass (kg/tow)",2.4766,.7393,.5592,.9193
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1981,"Biomass (kg/tow)",5.8138,1.7354,1.348,2.1501
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1982,"Biomass (kg/tow)",2.6021,2.6021,1.9287,3.3637
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1983,"Biomass (kg/tow)",.9512,.9512,.582,1.3699
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1984,"Biomass (kg/tow)",.7407,.7407,.3875,1.1278
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1985,"Biomass (kg/tow)",.3296,.3296,.1654,.5143
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1986,"Biomass (kg/tow)",.825,.825,.4775,1.2425
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1987,"Biomass (kg/tow)",.4967,.4967,.1741,.9195
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1988,"Biomass (kg/tow)",.4265,.4265,.3374,.5257
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1989,"Biomass (kg/tow)",.3642,.3642,.2744,.4731
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1990,"Biomass (kg/tow)",.998,.998,.7026,1.3601
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1991,"Biomass (kg/tow)",.5829,.5829,.3725,.8336
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1992,"Biomass (kg/tow)",.2209,.2209,.114,.3473
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1993,"Biomass (kg/tow)",.2584,.2584,.1473,.3799
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1994,"Biomass (kg/tow)",.3269,.3269,.1874,.4894
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1995,"Biomass (kg/tow)",.5174,.5174,.2039,.8747
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1996,"Biomass (kg/tow)",.2822,.2821,.1894,.375
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1997,"Biomass (kg/tow)",.1318,.1318,.0883,.1824
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1998,"Biomass (kg/tow)",.2822,.2822,.2222,.351
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,1999,"Biomass (kg/tow)",.6363,.6363,.4472,.8362
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2000,"Biomass (kg/tow)",.2956,.2956,.2101,.3899
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2001,"Biomass (kg/tow)",.2571,.2571,.136,.3902
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2002,"Biomass (kg/tow)",.3756,.3756,.2077,.5732
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2003,"Biomass (kg/tow)",1.3835,1.3835,1.0747,1.7104
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2004,"Biomass (kg/tow)",.1823,.1823,.1086,.2623
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2005,"Biomass (kg/tow)",.369,.369,.2755,.4723
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2006,"Biomass (kg/tow)",.5401,.5401,.314,.8034
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2007,"Biomass (kg/tow)",.5524,.5524,.385,.7598
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2008,"Biomass (kg/tow)",.3935,.3935,.2112,.6004
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2009,"Biomass (kg/tow)",2.3464,.2911,.2238,.3658
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2010,"Biomass (kg/tow)",1.6763,.2079,.1445,.2751
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2011,"Biomass (kg/tow)",3.3018,.4096,.3412,.4886
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2012,"Biomass (kg/tow)",2.88,.3573,.2964,.4183
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2013,"Biomass (kg/tow)",2.8113,.3487,.2687,.4389
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2014,"Biomass (kg/tow)",1.9861,.2464,.1663,.3267
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2015,"Biomass (kg/tow)",1.556,.193,.1393,.2492
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2016,"Biomass (kg/tow)",2.2091,.274,.2266,.3252
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2017,"Biomass (kg/tow)",3.7573,.4661,.3428,.5842
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2018,"Biomass (kg/tow)",5.3328,.6615,.4898,.8445
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2019,"Biomass (kg/tow)",2.9292,.3634,.3057,.417
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2020,"Biomass (kg/tow)",,,,
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2021,"Biomass (kg/tow)",2.0866,.2588,.2,.3197
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2022,"Biomass (kg/tow)",1.4765,.1832,.1436,.2282
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2023,"Biomass (kg/tow)",,,,
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2024,"Biomass (kg/tow)",1.2772,.1584,.1196,.2018
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2025,"Biomass (kg/tow)",1.7429,.2162,.1654,.2716
GOOSEFISH,164499,SOUTH,NONE,"NMFS spring BTS",10,SPRING,2026,"Biomass (kg/tow)",1.5316,.19,.1395,.244
